id,timestamp,3 - Area of interest,4 - Communities of interest,5 - Destinations,6 - Corridor preference,7 - Pittsburgh areas,8 - Allegheny County areas,9 - PAAC Routes Used,10 - Routing Type Preference,11 - Current Transit Frequency,11 - Current Transit Usage,12 - Other Transport Used,12 - Why Other Transport Used,13 - Age,13 - Employment status,13 - Where From,14 - Gender,14 - Race,15 - Comments
07ef2cdd-668d-4e77-8ae6-786a7b94ecab,2019-06-28T00:13:08,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '150', 'text': 'Monroeville'}]",[],"[{'fid': '1040', 'text': 'Monroeville via 376 (P67 Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}]","[{'fid': '62', 'text': 'P12 - Holiday Park Flyer'}]",['2'],['Daily commute'],['Commuting/Work'],['Private car'],"['Public transit is not available where I am travelling to/from', 'No transit service at the times I need it']",['35-44 years old'],['Full-time employment'],['Monroeville'],['Man'],['Black or African American'],['']
e2715de9-25ab-4c48-97fd-5ecccdd547bc,2019-06-27T12:54:20,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '90', 'text': 'Homestead Borough'}, {'fid': '110', 'text': 'McKeesport'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '95', 'text': 'Munhall Borough'}, {'fid': '75', 'text': 'North Versailles Township'}]","[{'fid': '19612', 'text': 'Industrial Center of McKeesport / McKeesport Commons'}, {'fid': '19308', 'text': 'Miracle Mile'}, {'fid': '19307', 'text': 'Monroeville Mall'}, {'fid': '17959', 'text': 'UPMC East'}, {'fid': '17953', 'text': 'UPMC McKeesport'}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}, {'fid': '10002', 'text': 'Allegheny Valley'}, {'fid': '10067', 'text': 'East Hills'}]","[{'fid': '69', 'text': '28X - Airport Flyer'}, {'fid': '30', 'text': '64 - Lawrenceville - Waterfront'}, {'fid': '34', 'text': '77 - Penn Hills'}, {'fid': '36', 'text': '86 - Liberty'}, {'fid': '37', 'text': '87 - Friendship'}, {'fid': '17', 'text': '88 - Penn'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '12', 'text': 'P2 - East Busway Short'}, {'fid': '64', 'text': 'P67 - Monroeville Flyer'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']",['Several times a week'],"['Commuting/Work', 'Errands', 'Medical', 'Social', 'Other']","['Bicycle', 'Carpool', 'Private car', 'Uber/Lyft', 'Walking']","['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'Too slow']",['25-34 years old'],['Full-time employment'],['Bloomfield (Pittsburgh)'],['Man'],['Other'],['']
4d2dbac8-5c71-43bb-88a4-26980ac65e5b,2019-08-10T17:06:42,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '100', 'text': 'Duquesne'}, {'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '90', 'text': 'Homestead Borough'}, {'fid': '110', 'text': 'McKeesport'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '95', 'text': 'Munhall Borough'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '75', 'text': 'North Versailles Township'}, {'fid': '5', 'text': 'Rankin Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '92', 'text': 'West Homestead Borough'}, {'fid': '186', 'text': 'Whitaker Borough'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': '19586', 'text': 'General Braddock Tower '}]","[{'fid': '1020', 'text': 'Mon Valley via Westinghouse Bridge'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10160', 'text': 'Highland Park and surrounding neighborhoods (Pittsburgh)'}, {'fid': '10133', 'text': 'Hill (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10025', 'text': 'Mount Washington and Mount Oliver (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}, {'fid': '10163', 'text': 'South Hills neighborhoods (Pittsburgh)'}, {'fid': '10141', 'text': 'West End neighborhoods (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}, {'fid': '10067', 'text': 'East Hills'}]",[],"['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']","['Rarely, maybe a couple times a year']",['Other'],['Bicycle'],['Other'],['55-64 years old'],['Retired'],['East Liberty (Pittsburgh)'],['Man'],"['Black or African American', 'Other']",['Why not use busway for biking']
74b5ca58-129b-4543-8a8a-b4ebe0785128,2019-08-21T18:53:25,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '100', 'text': 'Duquesne'}, {'fid': '70', 'text': 'East McKeesport Borough'}, {'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '110', 'text': 'McKeesport'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '95', 'text': 'Munhall Borough'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '75', 'text': 'North Versailles Township'}, {'fid': '5', 'text': 'Rankin Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}, {'fid': '92', 'text': 'West Homestead Borough'}, {'fid': '186', 'text': 'Whitaker Borough'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': '19611', 'text': 'Ardmore Shopping Center'}, {'fid': '19550', 'text': 'Braddock Hills Shopping Center'}, {'fid': '19307', 'text': 'Monroeville Mall'}, {'fid': '19309', 'text': 'The Waterfront'}, {'fid': '17953', 'text': 'UPMC McKeesport'}]","[{'fid': '1010', 'text': 'Mon Valley via East Busway (P7 Corridor) '}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10160', 'text': 'Highland Park and surrounding neighborhoods (Pittsburgh)'}, {'fid': '10133', 'text': 'Hill (Pittsburgh)'}, {'fid': '10149', 'text': 'Mon Valley neighborhoods (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10067', 'text': 'East Hills'}, {'fid': '10003', 'text': 'North Hills / Parkway North'}]","[{'fid': '102', 'text': '59 - Mon Valley'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']",['Several times a week'],"['Commuting/Work', 'Family', 'Errands', 'Social']","['Jitney', 'Private car', 'Uber/Lyft']","['Public transit is not available where I am travelling to/from', 'No transit service at the times I need it', 'Too slow', 'I usually need to carry too many things']",['35-44 years old'],['Unemployed'],['McKeesport'],['Man'],['Black or African American'],['']
8ade6a2d-0f75-4102-b57a-a52df274bf5a,2019-06-22T15:43:21,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '155', 'text': 'Pitcairn Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}, {'fid': '60', 'text': 'Wilmerding Borough'}]","[{'fid': '19545', 'text': 'Aldi'}, {'fid': '17038', 'text': 'Carnegie Library of Homestead'}, {'fid': '17077', 'text': 'Turtle Creek Satellite'}, {'fid': 'poi.3109556353238', 'text': 'user-created answer via Mapbox Geocoding Service'}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10160', 'text': 'Highland Park and surrounding neighborhoods (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}, {'fid': '10003', 'text': 'North Hills / Parkway North'}, {'fid': '10017', 'text': 'South Hills'}]","[{'fid': '95', 'text': '13 - Bellevue'}, {'fid': '98', 'text': '17 - Shadeland'}, {'fid': '32', 'text': '69 - Trafford'}, {'fid': '6', 'text': '71A - Negley'}, {'fid': '80', 'text': '71C - Point Breeze'}, {'fid': '36', 'text': '86 - Liberty'}, {'fid': '37', 'text': '87 - Friendship'}, {'fid': '17', 'text': '88 - Penn'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '87', 'text': 'P3 - East Busway - Oakland'}, {'fid': '39', 'text': 'P68 - Braddock Hills Flyer'}, {'fid': '40', 'text': 'P69 - Trafford Flyer'}]",['3'],['Multiple trips per day'],"['Commuting/Work', 'School', 'Family', 'Errands', 'Medical', 'Social']","['ACCESS', 'Jitney', 'Taxi', 'Uber/Lyft']","[""Transit doesn't come often enough"", 'No transit service at the times I need it', 'The stops/stations are hard to get to because of bad or no sidewalks']",['25-34 years old'],['Part-time employment'],['Trafford Borough'],['Man'],['Black or African American'],['More shelters in the eastern suburbs dammit']
bd7468ad-4228-45b7-9fc5-80d8145e4582,2019-09-11T18:56:11,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '5', 'text': 'Rankin Borough'}]","[{'fid': 'poi.3109556353238', 'text': 'Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States'}, {'fid': 'address.8528940790737402', 'text': 'Corey Avenue, Braddock, Pennsylvania 15104, United States'}, {'fid': 'poi.1829656077910', 'text': 'Cedar Ridge Business Park, Pittsburgh, Pennsylvania 15205, United States'}, {'fid': 'poi.2396591830830', 'text': 'Target, 4004 Monroeville Blvd, Monroeville, Pennsylvania 15146, United States'}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}]",[],"[{'fid': '59', 'text': '67 - Monroeville'}, {'fid': '34', 'text': '77 - Penn Hills'}]",['3'],['Daily commute'],"['Commuting/Work', 'School', 'Errands', 'Social']","['Carpool', 'Private car']","['Public transit is not available where I am travelling to/from', 'No transit service at the times I need it', 'Too slow']",['12-17 years old'],['Part-time employment'],['Penn Hills Township'],['Man'],['White'],['']
509cc9f3-c0e5-4c5a-a80a-51f105da3ab4,2019-07-04T14:40:55,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '135', 'text': 'Swissvale Borough'}]","[{'fid': '19545', 'text': 'Aldi'}, {'fid': '19311', 'text': 'Edgewood Towne Center'}, {'fid': '19308', 'text': 'Miracle Mile'}, {'fid': '17002', 'text': 'Woodland Hills Intermediate Sch'}, {'fid': '16998', 'text': 'Woodland Hills JSHS'}]","[{'fid': '1080', 'text': 'Monroeville via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10006', 'text': 'Northeast Allegheny County'}]","[{'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '42', 'text': 'P76 - Lincoln Highway Flyer'}]",[],['Daily commute'],['Commuting/Work'],['Private car'],"[""Transit doesn't come often enough"", 'No transit service at the times I need it', ""Transit isn't reliable to get me where I'm going on time""]",['45-54 years old'],['Full-time employment'],['Forest Hills Borough'],['Woman'],['White'],['']
1eabd3c1-ebbd-4538-8859-ce16e1972588,2019-08-08T05:20:17,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '100', 'text': 'Duquesne'}, {'fid': '90', 'text': 'Homestead Borough'}, {'fid': '75', 'text': 'North Versailles Township'}, {'fid': '135', 'text': 'Swissvale Borough'}]","[{'fid': '17031', 'text': 'Braddock Carnegie Library'}, {'fid': '18734', 'text': 'Family Dollar #4675'}, {'fid': '19306', 'text': 'Keystone Commons'}, {'fid': '16930', 'text': 'Propel CS-Braddock Hills'}, {'fid': '17602', 'text': 'West Carter Parklet'}]","[{'fid': '1000', 'text': 'Mon Valley via Homestead (61C Corridor)'}]","[{'fid': '10149', 'text': 'Mon Valley neighborhoods (Pittsburgh)'}]",[],"[{'fid': '102', 'text': '59 - Mon Valley'}, {'fid': '85', 'text': '61B - Braddock - Swissvale'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']",['Daily commute'],"['Commuting/Work', 'School', 'Social', 'Other']",['Jitney'],['Other'],['12-17 years old'],['Unemployed'],['Braddock Borough'],['Man'],['Black or African American'],['']
36a94954-6af0-4ca5-b546-07251663635d,2019-08-10T16:48:01,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '5', 'text': 'Rankin Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}]","[{'fid': '19404', 'text': 'First Baptist Church of Braddock Hills'}, {'fid': 'poi.1795296375342', 'text': 'UPMC Corporate Office, 600 Grant St, Pittsburgh, Pennsylvania 15219, United States'}, {'fid': 'neighborhood.2102442', 'text': 'Oakland, Oakland, Pennsylvania 15213, United States'}, {'fid': 'poi.2473901219552', 'text': 'Shop N Save Gas, Pittsburgh, Pennsylvania 15235, United States'}]","[{'fid': '1040', 'text': 'Monroeville via 376 (P67 Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}]","[{'fid': '84', 'text': '61A - Swissvale'}, {'fid': '85', 'text': '61B - Braddock - Swissvale'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']",['No more than once a week'],"['Family', 'Medical']",['Private car'],['Other'],['75 years or older'],['Retired'],['Rankin Borough'],['Woman'],['Black or African American'],['']
31176905-e790-425b-9dc1-c46fd9c4e56b,2019-08-10T16:28:02,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '50', 'text': 'Turtle Creek Borough'}]","[{'fid': 'poi.2233383000457', 'text': 'Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States'}, {'fid': 'neighborhood.2102285', 'text': 'Bloomfield, Bloomfield, Pennsylvania 15224, United States'}, {'fid': 'poi.1984274967437', 'text': ""Sam's Club, 3621 William Penn Hwy, Monroeville, Pennsylvania 15146, United States""}]","[{'fid': '1070', 'text': 'Mon Valley via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]",[],"[{'fid': '84', 'text': '61A - Swissvale'}, {'fid': '59', 'text': '67 - Monroeville'}, {'fid': '32', 'text': '69 - Trafford'}]",['6'],['No more than once a week'],"['Errands', 'Medical', 'Social']",['Private car'],"['No transit service at the times I need it', 'Too slow']",['65-74 years old'],['Retired'],['Turtle Creek Borough'],['Woman'],['Black or African American'],['']
74d6b665-052e-4700-b6ce-607733af010a,2019-07-02T13:05:27,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '90', 'text': 'Homestead Borough'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '145', 'text': 'Wilkins Township'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': '18591', 'text': 'Braddock Farms (Grow Pittsburgh)'}, {'fid': '16999', 'text': 'Edgewood El Sch'}, {'fid': '16785', 'text': 'Evergreen El Sch'}, {'fid': '16997', 'text': 'Kelly El Sch'}, {'fid': '17081', 'text': 'Wilkinsburg Public Library'}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10133', 'text': 'Hill (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10144', 'text': 'South Side and Station Square (Pittsburgh)'}, {'fid': '10134', 'text': 'The Strip (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}, {'fid': '10067', 'text': 'East Hills'}, {'fid': '10030', 'text': 'Upper Mon Valley'}]","[{'fid': '69', 'text': '28X - Airport Flyer'}, {'fid': '48', 'text': '53 - Homestead Park'}, {'fid': '28', 'text': '57 - Hazelwood'}, {'fid': '84', 'text': '61A - Swissvale'}, {'fid': '85', 'text': '61B - Braddock - Swissvale'}, {'fid': '29', 'text': '61D - Murray'}, {'fid': '5', 'text': '65 - Squirrel Hill'}, {'fid': '31', 'text': '68 - Braddock Hills'}, {'fid': '33', 'text': '71 - Edgewood Town Center'}, {'fid': '6', 'text': '71A - Negley'}, {'fid': '70', 'text': '79 - East Hills'}, {'fid': '37', 'text': '87 - Friendship'}, {'fid': '17', 'text': '88 - Penn'}]",['3'],['Several times a week'],"['Commuting/Work', 'School', 'Family', 'Errands', 'Social']","['Bicycle', 'Carpool', 'Private car', 'Walking']","['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'Too slow', ""Transit isn't reliable to get me where I'm going on time""]",['35-44 years old'],['Full-time employment'],['Garfield (Pittsburgh)'],['Woman'],['Other'],['']
4dd94007-1328-4fec-ac5a-ca802eef292d,2019-08-10T17:13:33,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '5', 'text': 'Rankin Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': 'neighborhood.299604', 'text': 'Shadyside, Shadyside, Pennsylvania 15232, United States'}, {'fid': 'poi.2448131438039', 'text': 'Wilkins School Community Center, 7604 Charleston Ave, Pittsburgh, Pennsylvania 15218, United States'}]","[{'fid': '1010', 'text': 'Mon Valley via East Busway (P7 Corridor) '}]","[{'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10067', 'text': 'East Hills'}]","[{'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '87', 'text': 'P3 - East Busway - Oakland'}, {'fid': '53', 'text': 'P7 - McKeesport Flyer'}]",['3'],['Multiple trips per day'],['Commuting/Work'],['Private car'],['Public transit is not available where I am travelling to/from'],['45-54 years old'],['Full-time employment'],['Rankin Borough'],['Woman'],['Black or African American'],['']
326f95be-09c6-485c-965d-fd9bbafe9b51,2019-08-06T20:32:41,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '100', 'text': 'Duquesne'}, {'fid': '90', 'text': 'Homestead Borough'}, {'fid': '110', 'text': 'McKeesport'}, {'fid': '150', 'text': 'Monroeville'}]","[{'fid': 'address.3473494592102114', 'text': '803 East Pittsburgh Mckeesport Boulevard, North Versailles, Pennsylvania 15137, United States'}, {'fid': 'poi.2233383000457', 'text': 'Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States'}]","[{'fid': '1070', 'text': 'Mon Valley via Forest Hills'}]","[{'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10134', 'text': 'The Strip (Pittsburgh)'}]",[],"[{'fid': '84', 'text': '61A - Swissvale'}]",['2'],['No more than once a week'],"['Medical', 'Social', 'Other']",['Walking'],['Other'],['35-44 years old'],['Unemployed'],['Braddock Borough'],['Man'],['Black or African American'],['josh did va good job']
c24e30a0-cc94-4ca2-b3ab-198ac910a1ee,2019-08-10T16:31:52,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '155', 'text': 'Pitcairn Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}, {'fid': '145', 'text': 'Wilkins Township'}]","[{'fid': '19545', 'text': 'Aldi'}, {'fid': '19329', 'text': ""Children's Hospital of Pittsburgh East""}, {'fid': 'place.15604008962233190', 'text': 'West Mifflin, Pennsylvania, United States'}, {'fid': 'poi.2396591830830', 'text': 'Target, 4004 Monroeville Blvd, Monroeville, Pennsylvania 15146, United States'}, {'fid': 'poi.3221225542190', 'text': 'Miracle Mile Shopping Center, 4100 William Penn Hwy, Monroeville, Pennsylvania 15146, United States'}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}]",[],"[{'fid': '4', 'text': '61C - McKeesport - Homestead'}, {'fid': '30', 'text': '64 - Lawrenceville - Waterfront'}, {'fid': '59', 'text': '67 - Monroeville'}]",['6'],['Never'],['Other'],"['ACCESS', 'Private car', 'Uber/Lyft']","['Public transit is not available where I am travelling to/from', 'Too expensive', 'Too slow', ""Transit isn't reliable to get me where I'm going on time""]",['35-44 years old'],['Unemployed'],['Monroeville'],['Woman'],['Black or African American'],['More public outreach\nMore access for disabled individuals']
f2d45749-fc58-4f8d-b6d3-9bb9b18b672f,2019-07-18T16:53:35,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '100', 'text': 'Duquesne'}, {'fid': '70', 'text': 'East McKeesport Borough'}, {'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '110', 'text': 'McKeesport'}, {'fid': '95', 'text': 'Munhall Borough'}, {'fid': '75', 'text': 'North Versailles Township'}]","[{'fid': '19344', 'text': 'Kane Regional Center McKeesport'}, {'fid': '17552', 'text': 'Renziehausen Park'}, {'fid': '19348', 'text': 'Senior Care Plaza'}, {'fid': '17953', 'text': 'UPMC McKeesport'}, {'fid': '18197', 'text': 'UPMC McKeesport Latterman Fam Hlth Ctr'}]","[{'fid': '1000', 'text': 'Mon Valley via Homestead (61C Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}]",[],"[{'fid': '4', 'text': '61C - McKeesport - Homestead'}]",[],"['Rarely, maybe a couple times a year']",['Other'],['Private car'],"[""Transit doesn't come often enough"", 'I usually need to carry too many things']",['45-54 years old'],['Full-time employment'],['McKeesport'],['Woman'],['White'],['']
